,close
0,0.72286
1,0.72414
2,0.71819
3,0.71877
4,0.71926
5,0.72134
6,0.72787
7,0.72748
8,0.72804
9,0.74398
10,0.74805
11,0.74374
12,0.746
13,0.75
14,0.75444
15,0.75329
16,0.75472
17,0.75233
18,0.75065
19,0.74899
20,0.75575
21,0.76687
22,0.76233
23,0.77066
24,0.76187
25,0.76348
26,0.76127
27,0.76247
28,0.76152
29,0.7658
30,0.76933
31,0.75947
32,0.75753
33,0.75864
34,0.7401
35,0.7321
36,0.7391
37,0.73839
38,0.735
39,0.73309
40,0.73253
41,0.73354
42,0.73705
43,0.72862
44,0.73064
45,0.72925
46,0.73052
47,0.72945
48,0.73239
49,0.73999
50,0.74488
51,0.7389
52,0.74175
53,0.73663
54,0.73557
55,0.73373
56,0.73448
57,0.73982
58,0.73825
59,0.74556
60,0.7468
61,0.74554
62,0.73917
63,0.73943
64,0.73782
65,0.74442
66,0.74337
67,0.74154
68,0.73697
69,0.73153
70,0.72884
71,0.72905
72,0.72676
73,0.73646
74,0.76443
75,0.80913
76,0.80431
77,0.80269
78,0.82094
79,0.84067
80,0.82544
81,0.8169
82,0.81133
83,0.81321
84,0.80007
85,0.7961
86,0.78436
87,0.79095
88,0.79628
89,0.78599
90,0.78854
91,0.7842
92,0.78738
93,0.79207
94,0.78849
95,0.78729
96,0.78984
97,0.79138
98,0.79567
99,0.7865
100,0.79084
101,0.78627
102,0.79037
103,0.78805
104,0.79132
105,0.79755
106,0.79678
107,0.79999
108,0.79889
109,0.79822
110,0.8029
111,0.79813
112,0.79889
113,0.79244
114,0.78107
115,0.78364
116,0.78647
117,0.78479
118,0.78438
119,0.78477
120,0.78952
121,0.78401
122,0.78629
123,0.78608
124,0.7608
125,0.76133
126,0.75595
127,0.76215
128,0.76107
129,0.76184
130,0.76565
131,0.768
132,0.76505
133,0.76993
134,0.77161
135,0.77547
136,0.77247
137,0.76804
138,0.76355
139,0.76231
140,0.76426
141,0.76052
142,0.75353
143,0.75586
144,0.75897
145,0.76205
146,0.76022
147,0.76553
148,0.77302
149,0.77396
150,0.77578
151,0.76487
152,0.76688
153,0.76265
154,0.76066
155,0.76084
156,0.76
157,0.75182
158,0.74932
159,0.75112
160,0.75212
161,0.75339
162,0.76047
163,0.75843
164,0.76282
165,0.76376
166,0.7639
167,0.76566
168,0.76778
169,0.77071
170,0.7655
171,0.76812
172,0.76527
173,0.76632
174,0.76351
175,0.76715
176,0.77518
177,0.76205
178,0.76136
179,0.7611
180,0.76532
181,0.76392
182,0.77102
183,0.77096
184,0.76877
